Program :		ZPR_BOM_EXPLOSION						Micron SemiAsiaOP Pte Ltd					Date :		01/11/2023
User    :		JIAJUNLEE							BOM Explosion Report				Time :		14:30:12
Page    :		1											Zone :		UTC+8

							This report is for Material:
						590-624661 MTFDKCC30T7TGH-1BC1ZABYY:M1AS SG37 MT-MOD530391


	Material		Material Description
	Object no.		Quantity	Un	Material Description					Reference Designator	Manufacturer Part No.	Mfg Name		Change No.

	590-624661		MTFDKCC30T7TGH-1BC1ZABYY:M1AS
	550-502905		  1.000	EA	PWB, 3440 C ARTWORK, U.3 4/P						3440-10-01-C	GULTECH		500025522337
	510-500719		  1.000	EA	RES, SM 0.0 OHM 0201 +/-5% 1/20W AS					R114	ERJU010R00C	PANASONIC		500025522337
	510-500866		  2.000	EA	RES, SM 0.0 OHM 0402 +/-50MOHM AS					R210,R240	ERJU020R00X	PANASONIC		500025522337
	510-500878		  1.000	EA	RES, SM 1 OHM 0201 +/-5% 1/20W AS					R101	ERJU01J1R0C	PANASONIC		500025522337
	510-500879		  2.000	EA	RES, SM 10 OHM 0201 +/-5% 1/20W AS					R267,R425	ERJU01J100C	PANASONIC		500025522337
	510-500881		 12.000	EA	RES, SM 240 OHM 0201 +/-1% 1/20W AS					R69,R91,R107,R112-R113,R120,R146,R214	ERJU01F2400C	PANASONIC		500025522337
										R225,R234,R247,R250
	510-500946		  1.000	EA	RES, SM 100K OHM 0402 +/-1% 1/16W AS					R202	ERJU02F1003X	PANASONIC		500025522337
	510-500951		  3.000	EA	RES, SM 10K OHM 0402 +/- 1% 1/16W AS					R204,R269-R270	ERJU02F1002X	PANASONIC		500025522337
	510-500955		  1.000	EA	RES, SM 4.02K OHM 0402 +/-1% 1/16W AS					R235	ERJU02F4021X	PANASONIC		500025522337
	510-500956		 18.000	EA	RES, SM 1K OHM 0402 +/-1% 1/16W AS					R53-R54,R62-R63,R96,R99,R115-R116	ERJU02F1001X	PANASONIC		500025522337
										R128-R129,R138-R139,R147-R148,R189-R190
										R196-R197
	510-500971		  1.000	EA	RES, SM 150K OHM 0402 +/-1% 1/16W AS					R77	ERJU02F1503X	PANASONIC		500025522337
	510-500980		 16.000	EA	RES, SM 1K OHM 0201 +/-1% 1/20W AS					R25,R34,R44,R60,R66,R149,R170,R177,R264	ERJU01F1001C	PANASONIC		500025522337
										R275,R285,R305,R349,R366-R368
	510-500983		  5.000	EA	RES, SM 100K OHM 0201 +/-1% 1/20W AS					R5,R27,R32,R40,R93	ERJU01F1003C	PANASONIC		500025522337
	510-500989		  1.000	EA	RES, SM 300K OHM 0201 +/-1% 1/20W AS					R20	ERJU01F3003C	PANASONIC		500025522337
	510-500998		  3.000	EA	RES, SM 100 OHM 0201 +/-1% 1/20W AS					R215,R306-R307	ERJU01F1000C	PANASONIC		500025522337
	510-501007		  9.000	EA	RES, SM 49.9 OHM 0201 +/-1% 1/20W AS					R48,R187,R198-R199,R271-R272,R276,R292	ERJU01F49R9C	PANASONIC		500025522337
										R298
	510-501040		  1.000	EA	RES, SM 30K OHM 0402 +/-1% 1/16W AS					R290	ERJU02F3002X	PANASONIC		500025522337
	510-501070		 64.000	EA	RES, SM 300 OHM 0201 +/-1% 1/20W AS					R22-R23,R56-R59,R87,R94,R108-R111,R122	CR0201-FW-3000GZ2	BOURNS		500025522337
										R126,R134-R137,R150-R151,R154-R155
										R160-R163,R191-R194,R207-R208,R211-R212
										R218-R221,R226,R228-R232,R241-R246,R249
										R251,R253-R258,R280-R283,R301-R302
	510-501108		  1.000	EA	RES, SM 39.2K OHM 0402 +/-1% 1/16W AS					R142	CR0402-FX-3922GZ2	BOURNS		500025522337
	510-501118		  1.000	EA	RES, SM 1M OHM 0201 +/-1% 1/20W AS					R49	ERJU01F1004C	PANASONIC		500025522337
	510-501177		 19.000	EA	RES, 10K OHM 0.5% 0201 1/20W AS					R17,R19,R45-R46,R76,R86,R88,R102,R216	ERJU01D1002C	PANASONIC		500025522337
										R222-R223,R273-R274,R278-R279,R291
										R427-R429
	510-501194		  1.000	EA	RES, SM 1K 0603 +/-5% 1/16W AS					R201	ERJU03J102V	PANASONIC		500025522337
	510-501263		  1.000	EA	RES, SM 10 OHM 0603 +/-1% 1/10W AS					R295	RCS1608F100CS	SAMSUNG		500025522337
	510-501320		  1.000	EA	RES, SM 56.2K OHM 0402 +/-0.5% 1/16W AS					R89	CRT0402-DZ-5622GZ2	BOURNS		500025522337
	510-501443		  1.000	EA	RES, 9.76K OHM 1% 0402 1/16W AS					R238	ERJU02F9761X	PANASONIC		500025522337
	510-501547		  2.000	EA	RES, SM 5.6K OHM 0402 +/-1% 1/16W AS					R73,R288	CR0402-FX-5601GZ2	BOURNS		500025522337
	510-501668		 19.000	EA	RES, SM 27 OHM 0201 +/-1% 1/20W AS					R15-R16,R29-R30,R36-R37,R130,R152-R153	CR0201-FW-27R0GZ2	BOURNS		500025522337
										R159,R314-R317,R338-R341,R345
	510-501765		 28.000	EA	RES, SM 4.7K OHM 0201 +/-1% 1/20W AS					R13,R43,R71,R78,R84,R97,R105,R121,R132	RCS0603F472CS	SAMSUNG		500025522337
										R168-R169,R171-R173,R178-R179,R183-R184
										R186,R213,R239,R262-R263,R284,R303,R348
										R350,R426
	510-501843		 24.000	EA	RES, 0 OHM +/-1% 0201 1/20W AS					R28,R33,R38-R39,R70,R75,R81,R92,R95	ERJU010R00C	PANASONIC		500025522337
										R103,R118,R261,R286,R289,R293,R308-R310
										R312,R346-R347,R359,R361,R364
	510-501859		  1.000	EA	RES, SM 36.5K OHM 0402 +/-1% 1/16W AS					R133	ERJU02F3652X	PANASONIC		500025522337
	510-501867		  1.000	EA	RES, SM 28K OHM 0402 +/-1% 1/16W AS					R90	ERJU02F2802X	PANASONIC		500025522337
	511-500221		  3.000	EA	MLCC, 0.01UF 10% 0402 50V X7R					C18,C370,C659	GRM155R71H103KA88D	MURATA		500025522337
	511-500253		  1.000	EA	MLCC, 10PF 5% 0201 25V COG/NPO					C613	CL03C100JA3G1NC	SAMSUNG		500025522337
	511-500341		 17.000	EA	MLCC, 22UF 20% 0603 6.3V X5R					C46,C53,C59-C60,C66,C242,C318,C350	CL10A226MQ8N1RC	SAMSUNG		500025522337
										C356-C357,C363,C371,C410,C437,C443-C444
										C450
	511-500556		  6.000	EA	MLCC, 1000PF 10% 0201 16V X7R					C163,C183,C246,C300,C477,C614	GRM033R71C102KA01D	MURATA		500025522337
	511-500557		  1.000	EA	MLCC, 2.2UF 20% 0402 25V X5R					C546	GRM155R61E225ME11D	MURATA		500025522337
	511-500561		  6.000	EA	MLCC, 22UF 20% 0603 6.3V X6S					C426-C427,C433-C434,C452,C653	GRM188C80J226ME15D	MURATA		500025522337
	511-500568		  9.000	EA	MLCC, 47UF 20% 0805 10V X5R					C39,C51,C82,C113,C171,C408,C411,C428	GRM21BR61A476ME15L	MURATA		500025522337
										C432
	511-500572		 31.000	EA	MLCC, 4.7UF 20% 0402 6.3V X6S					C5-C6,C40,C43,C49-C50,C67,C70,C84	GRM155C80J475MEAAD	MURATA		500025522337
										C89-C90,C106,C141,C192,C225,C254,C259
										C263,C342,C369,C372,C385,C395-C396,C429
										C459,C464,C470,C479,C583,C611
	511-500589		 43.000	EA	MLCC, 10UF 20% 0402 6.3V X6S					C3-C4,C7-C8,C33,C52,C88,C99,C111,C152	JMK105CC6106MV-F	TAIYO		500025522337
										C191,C244,C253,C258,C264-C265,C284,C286
										C293,C301-C305,C307-C309,C312,C316,C328
										C331,C343,C366-C367,C375,C377,C384
										C390-C391,C406,C460,C465,C469
	511-500590		153.000	EA	MLCC, 1.0UF +/-20% 0201 6.3V X6S					C36-C38,C58,C65,C69,C76,C100-C101,C109	JMK063BC6105MP-F	TAIYO		500025522337
										C112,C123,C137,C145-C146,C148-C149,C151
										C154,C156,C167-C168,C170,C173-C175
										C177-C178,C181,C184,C187,C196,C198
										C200-C201,C205-C207,C209,C211-C212,C215
										C220,C226,C230,C233,C239,C243,C247-C248
										C251,C257,C262,C266-C268,C270,C272
										C275-C276,C278,C280,C282,C285,C287,C297
										C310,C314-C315,C317,C319,C323,C325,C329
										C336-C338,C355,C362,C373-C374,C386,C389
										C394,C399-C404,C407,C413-C420,C442,C449
										C463,C468,C472,C474,C476,C481,C483,C492
										C496-C497,C501,C505,C507-C509,C514-C515
										C518,C521,C527-C529,C531,C538,C550-C552
										C560,C564-C565,C569,C578,C580-C582,C586
										C588,C590,C592-C593,C597,C600,C606,C608
										C610,C631,C635-C636,C640,C682,C685,C687
	511-500595		 15.000	EA	MLCC, 0.22UF 20% 0201 10V X6S					C19-C20,C23-C24,C27-C30,C249,C269,C542	LMK063C6224MP-F	TAIYO		500025522337
										C739-C742
	511-500615		202.000	EA	MLCC, 0.1UF 20% 0201 25V X6S					C1,C15,C17,C35,C44,C55,C57,C62,C64	GRM033C81E104ME14D	MURATA		500025522337
										C71-C74,C78-C81,C83,C91-C93,C95-C97
										C102-C103,C105,C110,C114-C121,C124-C130
										C132-C133,C136,C138-C140,C142-C144,C147
										C150,C155,C157-C161,C164-C166,C169,C176
										C179-C180,C182,C185-C186,C188-C190
										C193-C194,C197,C199,C202-C204,C208,C210
										C214,C216-C219,C221-C224,C227-C229
										C231-C232,C234-C238,C240-C241,C245,C250
										C252,C271,C273-C274,C277,C279,C281,C283
										C288-C290,C294-C296,C299,C306,C320-C322
										C326,C330,C335,C339,C341,C352,C354,C359
										C361,C364,C368,C379,C405,C422-C425,C435
										C439,C441,C446,C448,C454,C478,C482,C491
										C493,C495,C498,C500,C502-C503,C510-C511
										C530,C540,C545,C549,C554-C555,C561,C563
										C566,C568,C576-C577,C584,C587,C589,C594
										C604,C607,C609,C618,C623,C628,C632,C634
										C637,C639,C641-C646,C648,C650-C651
										C656-C658,C665-C667,C672,C679,C738
	511-500616		  4.000	EA	MLCC, 0.01UF 10% 0201 25V X7R					C12,C75,C453,C647	TMK063B7103KP-F	TAIYO		500025522337
	511-500643		  1.000	EA	MLCC, 0.1UF 10% 0402 50V X7R					C660	GRM155R71H104KE14D	MURATA		500025522337
	511-500646		  2.000	EA	MLCC, 0.47UF 10% 0201 6.3V X5R					C172,C743	GRM033R60J474KE90D	MURATA		500025522337
	510-502050		  1.000	EA	RES, 511 OHM 1% 0201 1/20W AS					R80	CR0201-FW-5110GZ2	BOURNS		500025522337
	510-502089		  1.000	EA	RES, 3.4K OHM 1% 0201 1/20W AS					R83	ERJU01F3401C	PANASONIC		500025522337
	510-502141		  7.000	EA	RES, SM 1.5K OHM 0201 5% 1/20W AS					R104,R106,R141,R181-R182,R259-R260	CR0201-JW-152GZ2	BOURNS		500025522337
	510-502160		  1.000	EA	RES, 27.4K OHM 0.5% 0201 1/20W AS					R85	CR0201-DW-2742GZ2	BOURNS		500025522337
	511-500831		  1.000	EA	MLCC, 0.01UF 10% 0201 10V X7R					C382	CC0201KRX7R6BB103M	YAGEO		500025522337
	511-500841		  8.000	EA	MLCC, 2.2UF 20% 0201 10V X5R					C21-C22,C25-C26,C485-C488	GRM033R61A225ME47D	MURATA		500025522337
	510-502230		  2.000	EA	RES, SM 0 OHM 0603 +0.2M OHM 23A					R124,R233	TLRZ1JTTD	KOA		500025522337
	511-500866		  7.000	EA	MLCC, 10UF 20% 0603 10V X6S					C436,C456-C457,C626,C654,C675-C676	GRM188C81A106MA73D	MURATA		500025522337
	510-502297		  2.000	EA	RES, 523OHM 1% 0201 1/20W AS					R51,R68	ERJU01F5230C	PANASONIC		500025522337
	510-502310		  1.000	EA	RES, 20 MILLIOHM 1% 0603 1/3W AS					R47	RUK1608FR020CS	SAMSUNG		500025522337
	510-502300		  1.000	EA	RES, 100 OHM 5% 1206 2/3W AS					R200	CHP1206AFX-1000ELF	BOURNS		500025522337
	521-501370		  1.000	EA	PMIC, P8330 2-INPUT VIN 7-OUTPUT QFN-68					VR57	P8330-5M4NTGI	RENESAS		500025522337
	521-501382		  1.000	EA	IC, FLASH NOR MEMORY 64MB 133 MHZ SON-8					U37	MX25U6432FZNI02	MACRONIX		500025522337
	521-501379		  1.000	EA	GATE, SINGLE AND 2-INPUT SOT353-5					U28	SN74AUP1G08DCKR	TI		500025522337
	521-501375		  1.000	EA	TS, I2C VIN 1.4V TO 3.6V 8-BIT BGA-4 CSP					U4	TMP103AYFFR	TI		500025522337
	521-501380		  2.000	EA	EEPROM, 4KB W/TS VIN 2.2V TO 3.6V DFN-8					U1,U18	TSE2004GB2C0NCG8	RENESAS		500025522337
	515-500773		  2.000	EA	IC, ADJ 1-CH VOLT SUPVSR SON-6					U3,U9	TPS3895ADRYR	TI		500025522337
	515-500764		  1.000	EA	FUSE, 32V 4A 0603 TIME-LAG					F1	SF-0603SP400-2	BOURNS		500025522337
	515-500770		  1.000	EA	VREG, DDR TERMINATION W/ PGOOD SON-10					VR29	TPS51200DRCR	TI		500025522337
	515-500767		  1.000	EA	BUCK, ADJ VOUT 0.6V TO 5.5V 15A QFN-21					VR44	TPS548A28RWWR	TI		500025522337
	515-500772		  2.000	EA	LDO, POS ADJ VOUT 1.2V TO 5.5V 1A WSON-6					VR14,VR20	TPS73701DRVR	TI		500025522337
	515-500771		  1.000	EA	BUCK, POS ADJ VOUT 0.9V TO 6V 3A QFN-16					VR56	TPS62130RGTR	TI		500025522337
	510-502311		  1.000	EA	RES, 0.39OHMS 1% 0603 1/10W					R52	RUT1608FR390CS	SAMSUNG		500025522337
	512-500447		  2.000	EA	IND, 1UH 20% 2.5X2.0X1.2 3.3A					L2-L3	DFE252012F-1R0M=P2	MURATA		500025522337
	512-500448		  2.000	EA	IND, 2.2UH 20% 2.5X2.0X1.2 3.3A					L4,L6	DFE252012F-2R2M=P2	MURATA		500025522337
	512-500441		  1.000	EA	FB, 600 OHMS 25% 0402 0.3A					FB1	BBSYKD100505601Y00	CHILISIN		500025522337
	512-500444		  1.000	EA	FB, 10 OHMS 25% 0402 1A					FB2	BBPYKD100505100Y00	CHILISIN		500025522337
	512-500449		  1.000	EA	FB, 120 OHMS 25% 0603 3A					FB3	BLM18SG121TN1D	MURATA		500025522337
	512-500442		  2.000	EA	FB, 220 OHMS 25% 0603 2A					FB4-FB5	BBUPKD160808221Y00	CHILISIN		500025522337
	512-500450		  2.000	EA	IND, 0.68UH 20% 7.1X6.7X2.0 13A					L1,L5	SRP0620-R68K	BOURNS		500025522337
	512-500451		  1.000	EA	IND, 3.3UH 20% 7.1X6.7X2.0 6.6A					L9	SRP0620-3R3K	BOURNS		500025522337
	513-500521		  3.000	EA	DIODE, SCHOTTKY POWERDI123 3A 40V					D10-D12	SBR3U40P1-7	DIODES		500025522337
	513-500519		  9.000	EA	DIODE, SCHOTTKY SOD882 0.7A 20V					D1,D4-D5,D8,D14,D16-D17,D19-D20	SBR07U20LPS-7	DIODES		500025522337
	511-500896		  2.000	EA	MLCC, 4PF +/-0.1PF 0201 50V C0G					C85,C94	0201N4R0B500CT	WALSIN		500025522337
	511-500893		  1.000	EA	MLCC, 1.0NF 20% 0201 50V X7R					C16	0201B102K500CT	WALSIN		500025522337
	511-500892		  5.000	EA	MLCC, 3.3NF 20% 0201 25V X7R					C41,C77,C153,C298,C313	0201B332K250CT	WALSIN		500025522337
	511-500895		  1.000	EA	MLCC, 1.0UF 10% 0402 25V X5R					C484	GRM155R61E105KA12D	MURATA		500025522337
	513-500522		  1.000	EA	DIODE, TVS SOD123W 8.2A 400W 15V					D13	PTVS15VS1UR,115	NEXPERIA		500025522337
	513-500517		  1.000	EA	DIODE, TVS SOD923 0.1A 150MW 3.3V					D6	CDZCVT2R5.1B	ROHM		500025522337
	513-500518		  2.000	EA	TRN, NMOS DFN2020 8.9A 0.82W 60V					Q22-Q23	DMT6016LFDF-7	DIODES		500025522337
	513-500524		  2.000	EA	TRN, N-MOSFET SOT1220-2 11.8A 30V					Q20-Q21	DMT3006LFDF-7	DIODES		500025522337
	513-500520		 11.000	EA	TRN, DUAL NMOS SOT563 0.26A 450MW 30V					Q4,Q6-Q7,Q10-Q12,Q14-Q15,Q17,Q19,Q25	DMN63D8LV-7	DIODES		500025522337
	513-500526		  2.000	EA	TRN, NMOS SOT1220 13A 1.7W 30V					Q2-Q3	PMPB11EN,115	NEXPERIA		500025522337
	512-500446		  1.000	EA	IND, 1UH 20% 5.2X4.9X1.5 7A					L8	FDSD0515-H-1R0M=P3	MURATA		500025522337
	511-500897		  1.000	EA	TH AE, 1800UF 20% 12.5X25 35V					C412	UBT1V182MHDAZWTO	NICHICON		500025522337
	512-500440		  1.000	EA	IND, 0.47UH 20% 2.5X2.0X1.0 4.9A					L7	DFE252012F-R47M=P2	MURATA		500025522337
	510-502303		  1.000	EA	RES, 383K OHM 1% 0201 1/20W AS					R50	AF0201FR-07383KL	YAGEO		500025522337
	529-500168		  1.000	EA	CTRL, PCIE NAND FLASH CONTROLLER BGA					U42	PM8628C1-F3EI	MICROCHIP		500025522337
	531-500464		  1.000	EA	CONN, MICRO HDMI D TYPE SMT					J2	G45E1902100H1HR	AMPHENOL		500025522337
	515-500779		  1.000	EA	IC, QUAD ANALOG SWITCH SPDT QFN-16					S1	PI3A412ZHEX	DIODES		500025522337
	514-500139		  1.000	EA	OSC,100MHZ 3.3V LVS +/-50PPM SMD-6					Y1	511BBA100M000BAGR	SILICONLAB		500025522337
	540-500046		  4.000	EA	SCR, PANHD TORX6 M2X0.4PX9L					MECH7-MECH10	SMM0200090N-PPTC-LCF	EXIM		500025522337
	540-500047		  4.000	EA	SCR, FLTHD TORX T6 M2 X 0.4P X 8.5L					MECH3-MECH6	SMM0200085N-PJTC-LBN	EXIM		500025522337
	510-502321		  2.000	EA	RES, 10 OHM 5% 0603 1/4W AS					R176,R209	CMP0603AFX-10R0ELF	BOURNS		500025522337
	510-502324		 23.000	EA	RES, 22 OHM 1% 0201 1/20W AS					R318-R337,R342-R344	RK73B1HRTTC220F	KOA		500025522337
	511-500916		  5.000	EA	MLCC, 22UF 20% 0603 10V X5R					C663-C664,C670-C671,C680	0603ZD226MAT2A-MEM	AVX		500025522337
	511-500917		 15.000	EA	MLCC, 47UF 20% 0805 6.3V X5R HMAX 0.95MM					C87,C98,C292,C311,C324,C332,C334,C430	GRM219R60J476ME44D	MURATA		500025522337
										C455,C458,C559,C615-C616,C624-C625
	531-500480		  1.000	EA	CON, PCIE/SAS GEN4 68PIN SMT					J3	PSAS4M2130471NT	AMPHENOL		500025522337
	511-500918		 29.000	EA	MLCC, 47UF 20% 0805 X6S 4V					C42,C45,C47-C48,C68,C131,C195,C344-C349	GRT21BC80G476ME13L	MURATA		500025522337
										C431,C506,C523,C526,C537,C541,C544
										C570-C575,C621,C668,C678
	511-500919		 41.000	EA	MLCC, 1UF 10% 0402 X6S 25V					C2,C31,C56,C63,C134,C256,C261,C333,C353	GRM155C81E105KE11D	MURATA		500025522337
										C360,C388,C393,C397-C398,C440,C447,C462
										C467,C494,C499,C513,C519,C522,C535
										C547-C548,C562,C567,C598,C601-C603,C633
										C638,C662,C669,C673-C674,C677,C683,C686
	511-500920		  1.000	EA	MLCC, 10UF 10% 1206 50V X7R					C661	CL31B106KBHN1NE	SAMSUNG		500025522337
	511-500921		  1.000	EA	MLCC, 10UF 10% 0805 25V X6S					C652	GRM21BC81E106KE51L	MURATA		500025522337
	511-500922		 11.000	EA	MLCC, 22UF 20% 0805 25V X5R					C32,C451,C524-C525,C533-C534,C612,C619	08053D226MAT2A	AVX		500025522337
										C622,C627,C649
	541-500133		  4.000	EA	STNDOFF, DIA4.05 L4.5					SP1-SP4	PS-BT-SAD-LFPE28151R23	EXIM		500025522337
	542-500172		  1.000	EA	ENC, BOT U3 T15 DCST PNT BK					MECH1	U3-01-B1-E	KMH		500025522337
	542-500173		  1.000	EA	ENC, TOP U3 T15 DCST PNT BK HC					MECH2	U3-01-T1-C	KMH		500025522337
	561-500170		  1.000	EA	TOP ASSY, 9400, U.3 15MM, HC					MECH11				500025522337
